mfs_name,status,mfs_transaction_status,created_by,debit_account_number,debit_account_title,credit_account_title,cbs_ft_trace_no,credit_account_number,debit_account_branch_oid,created_on
Tin,inactive,success,nhakewellcn,09-633-8971,tz1TnbHsEKn3h5Fx6doxx6qk9cadV3ckDwtk,tz1iFwcWi9kTMU8BGhKXyzWySfoa8L8KmVxM,4744145302,80-336-7788,Panevėžys,2024-09-11
Flowdesk,inactive,success,kbecclesco,11-480-0197,tz1aB6jbyLa7v32UBBCbJLnfEh1WjPkXPN7u,tz1iSoRaUtUGs7LPQsrH72XNnUQTRkD5k6tk,3802508661,68-080-8264,,2024-09-16
Gembucket,inactive,failure,satleecp,04-237-0446,tz1RtTLm91t85K2FHdrqZanyCrgRKNNHJFoY,tz1biLAknoLaMcLZon5zNGTR7RhLMAWjyzqb,1649034873,38-358-0069,Icy Bay,2024-06-27
Quo Lux,active,success,pccominicq,55-241-8488,tz1h8eGbVEsMW9hcVunPBCYQwkpagrGi8U3W,tz1ied4RgxBxcPyNcyKkar97y4v9M3YyT9bx,1798301873,07-571-1644,Newcastle,2024-04-21
Sonair,inactive,success,hbraddoncr,62-840-1512,tz1QMthi8iQHsPAKuHPy6CHDjnh1vhrJxmtg,tz1N3khQ5xv4EXHe2rRzxp5ccTarUhjMpWgb,5718875146,48-917-5654,Bella Coola,2024-09-13
Solarbreeze,active,success,carklecs,20-017-1230,tz1Nje7MzmZsDQaDQEUcntyWYgswFEXf2cBc,tz1QBWNsiqmCLYNTHMQVwbXhE7DBDWFQAngJ,1912878860,95-353-5830,Hudson's Hope,2023-12-03
Gembucket,active,failure,iringct,66-286-9189,tz1XfPnFrgj9D9GWPJ9Zbt7JoHKyUgeFZeBN,tz1UViSrHdgPftV8Y9ziFp4ZXrcZ4qiFdSK2,4223374761,34-551-0686,Bahía Solano,2024-07-08
Redhold,active,failure,wgallichicciocu,54-041-2840,tz1WD9jWCyfdH727ULTvAzgxrsc97qdio4qr,tz1NqCBTEx4RemC4etWAb83xKC6XyY7Drosq,6341455240,84-962-2309,The Dalles,2024-10-21
Rank,active,failure,jcoselycv,86-786-2834,tz1XqS31tjD8i7khXUK4XcvU96V9Z5kvPEtg,tz1XCaLJDUcGZiQKAfGkp85H4qMj8tAUaegr,6515187149,91-171-8849,Santa Vitória Do Palmar,2024-02-06
Regrant,inactive,failure,smccaghancw,06-166-3576,tz1ZkHGXrTH2cmjUhmsmVUR81SSCKb84AB1W,tz1gfEo4MWZJvw8G4dTasSD96jtKDCJgVXCR,5305568420,85-982-0747,Parapat-Sumatra Island,2024-06-24
Bigtax,active,failure,vhovercx,18-179-5266,tz1NhJvsF6LdWn4XyWqT6mBkmiC7YEtRhPGh,tz1QCz1Mppb96Wgs1D7XsnvRjWJeGNsWeMzN,4504917084,61-793-9061,Rio Gallegos,2024-10-06
Stringtough,inactive,success,jlambartcy,27-605-8058,tz1PYHvzcpsbYKtZdjC4j42YeX8EpP32J4sR,tz1M3kkDC5D91zwTtRFEKPhm4nAiX1Cu9vKe,1131232755,58-736-0493,Groton (New London),2024-06-07
Zaam-Dox,active,success,rdennycz,95-941-1306,tz1QNFG1NTjQB3RpULrqcWSqnr5A1dCEfi9C,tz1bENtcywu2uzBQZZmWuA9t9bUK1n7kEJZd,4383193749,52-503-9935,Yakima,2024-07-24
Konklux,inactive,success,cdonlond0,37-593-5076,tz1cE6WtdwSH7ofXWuWTkuk3ZNMwZ9hFHEY7,tz1YoHAuEMSmXaStJ91iiBgm2nRhxQ8f2Szw,7061789840,80-025-2680,Copiapo,2024-06-19
Bitwolf,inactive,success,aflockhartd1,99-960-2884,tz1dx1KBJM9M6ieJqWCzaoAPLGFbKMHPkqyJ,tz1UR51DyUXL7RFZRs41ntLUs9BJw451LGN8,0812435877,03-691-3040,Papa Stour Island,2024-08-25
Fix San,inactive,success,qmillingtond2,92-226-7596,tz1ZTLtumEbhgAojkhYZgHiL8JStKBHXUTxu,tz1WTQyjq9R33Mg34LzjHp8f7HNkJeQcHHTG,0888012322,78-132-3798,Bolivar,2024-01-25
Stim,inactive,success,tdanahard3,13-662-1009,tz1Qxazicx6sLWYw3AkcL5EQhdr3Mz21pTK9,tz1MByFXyTqeHBJsi4yYvV6H4LoEYfx9BVYi,4391529831,04-028-0445,Toronto,2024-08-31
Alphazap,inactive,success,asainesd4,75-617-4205,tz1TkufhQZqmGD72V8eGdXzpAPK5iLSCNWMe,tz1V6pnBEb5vCwMiP7ku3GaCMu9ViuhdeN9y,5883762824,33-796-2864,Ostend,2024-06-07
Toughjoyfax,active,failure,dsyderd5,33-870-7498,tz1ciseMSyut6K9Qf7EwSPY4U9Jybax9Byqc,tz1Ntft9HMUgtNZJDDsvZzsBXrqMYfhUANwn,6873188212,97-461-5226,Izumo,2024-11-05
Tempsoft,inactive,success,ccrundend6,80-332-5831,tz1T8CJJRFuTgHVJCf5DHzPPMFqisKv76ZJt,tz1PjbpihHp3XGNwTcQnp1NQ5tb7wow1uhYJ,1343183561,06-899-5505,Cáceres,2024-07-11
Zaam-Dox,inactive,success,lstuchburied7,31-483-5186,tz1SCXD37eCjz4YKJqz6wihmfmrwockMHb2T,tz1aVoKpe975rDFCunrPX9kb3EBaX8UScwkY,9929737103,55-595-8863,Žabljak Airport,2024-09-08
Toughjoyfax,active,success,byoodalld8,47-271-8596,tz1VSF6ERhFS98cvVdt4T8pXPY28rVsksisy,tz1TguMdS16iWXhqP47STjdGAY7tfxa5WnKQ,2959736273,73-906-0286,Whitefield,2024-09-25
Ronstring,inactive,failure,amorind9,74-913-6041,tz1guLjcXfvZfh6Mmx45uNnZXrKVQaHSKUmu,tz1N8hXeP22qfLneYP626FAvwXY4CJ8asvFU,8665140727,98-853-3797,Mukah,2024-09-16
Bytecard,inactive,success,zosmonda,06-741-6024,tz1V24zANAFSbNGaLriqpi5QBCzMxAnWg6vJ,tz1S9avvaXg8RPuMq7wmGNzidn83RpJBxAtE,1641868996,59-886-7395,Dodoma,2024-09-07
Y-Solowarm,active,success,mmilnthorpedb,01-255-3900,tz1PP1XAJrbSJEVaNkqggQGSM3fFTWF8913F,tz1fo5gQqzBLqtFctSUa6oPNeHVbgBi5553J,5168992218,23-793-9607,Charlottetown,2024-01-25
Matsoft,active,failure,gmackissackdc,63-991-7932,tz1Z48BFxcCWkvtje98sKsW2ENCdbF7t3zeg,tz1N4vHnZo44jqt9NPscb1CmHVA4EdoCkMuE,9317616208,46-831-8895,Civil Aviation Flight University of China,2024-10-15
Ronstring,active,success,alambirddd,39-795-5020,tz1L7q4xSQFyu69gi7fBbPLtcNxw4hbA2Bvo,tz1iTJR5uB5F9SJhgrhihuUYELzKj4hpuumk,8163499184,90-600-3434,Hamilton,2024-05-28
Zamit,inactive,failure,lgealyde,89-276-3680,tz1YxgPwesXZu52GdSXTCGGVM7EaWoMK4a5A,tz1PaRVVC95Dm7aYkR4xnHwkoLCFESXzSzEt,3463800683,05-103-3417,Santa Cruz,2024-01-16
Y-find,inactive,success,cnestordf,19-785-1100,tz1cqzZFPzyFgV5nGxA17tdRiBP1twqNCqeN,tz1LhW1XcAjTuGRbCXTv76Q5rpjANE9ggf6g,6112938782,65-190-3963,Boende,2024-10-19
Treeflex,active,failure,mfoxdg,57-478-0357,tz1Wkm69RhEqF9AmTHNsNuNHcpUusgeC2ox7,tz1SHcnokqcbUUH4njJDqZDPnKpbLQYEx7ii,8108526639,42-856-2385,Puerto Armuelles,2024-01-11
Zathin,inactive,failure,dprotherodh,20-635-6067,tz1akZcoitUGUHtenREPZtu46xqC2Ea7wduF,tz1efFUaFmdXobM8YWLftq1S63FUcaNoLVTu,5923311623,34-604-0003,Al Ula,2024-09-14
Aerified,inactive,success,jchithamdi,54-975-4846,tz1hBQA728LdMg7DVsaadaGWzD7k7RvcAXCg,tz1aqenbGSmHuXY3SnTuA7BPDmQBnJuvuhVM,7641808557,35-767-9553,Propriá,2023-11-25
Flexidy,inactive,failure,bcornwalldj,84-069-2670,tz1PKrgBZihErtRJD6j34aPwJiDjiEtnDTmw,tz1L9skHkQomFG2wmtA8Y4DKWNRpB3i9iFcp,3564887504,57-385-1041,Kikinonda,2023-12-19
Stringtough,inactive,failure,ctuftdk,04-826-7287,tz1MWkB2wvmPjmgBR9XUxTw4RTaVT4p1dyVw,tz1hjDdVid4acaShxRF9qrPU3vkBRR58Xhvy,8227534694,25-680-9234,Gladstone,2024-02-14
Greenlam,inactive,failure,jmaingotdl,86-308-0193,tz1cimCUeggwmWrkMe1aLSFCdcKh2Vv8C3g8,tz1URJJf8us18xAqQvxLjbVaEWwTuX5U99tr,3192171502,21-810-9642,Beluga,2024-04-21
Y-Solowarm,inactive,success,jwinridgedm,48-628-0759,tz1TjQELnr4fQYkT4uKfALh2fv6z9PXREK2c,tz1Q1jXDz6T2UkZaYuh12zQdXmTgNKgEtnrD,0331096315,94-869-3057,Hanksville,2023-11-29
Flowdesk,active,success,truppertdn,02-605-0000,tz1RjdnVAdbZh7SM2ZpzYp2wr7JR7VfC6vuC,tz1PwB2hA8nXhTbFc61YnYzhzL39rhQ9Evjt,0474976491,44-423-9369,Simberi Island,2024-11-03
Rank,inactive,success,tthyngdo,39-179-7038,tz1XPa3B7Lf4VBAm98jKT7AxFpWgP4hkEj6n,tz1UUdZWxBdCJGRJ9q4rMtjFYtakKL1Ydzvm,5842876779,61-179-2826,Trabzon,2024-01-12
Zoolab,inactive,success,kdarbendp,08-703-5533,tz1N9uqv3pSDbPPF57nMpPJtDd1GNW1ui83B,tz1QsSFsaS4mZf1jdcahxZYNNxtcyDSKxBnT,6151684273,27-009-2861,Bekily,2023-12-25
Bytecard,inactive,failure,escotsondq,67-411-7625,tz1ZLd2ar4NpyKnt8mdG9m3pjh3GzjUhamgE,tz1ZqGerwiCq3dzq63YDDcSuDZCKsjWC6ejC,5899356294,15-462-9791,Rieti,2024-03-08
Asoka,active,failure,csamsonsendr,16-578-8142,tz1LbYA4YtsrhNQvRjyoeZvf1i3mZRRP15nF,tz1PPUVxowucruBZvEe1jjjb81ToYYpdancU,7961729615,24-962-2198,Nunam Iqua,2024-02-18
Cardguard,inactive,success,amansellds,80-417-9431,tz1U8qzCbrZiSbVMninmiwUFTgHhd5BRVFSP,tz1aLgtcpRF2deHq9uE88vMd41DbbeMGah6m,4127217731,27-935-3730,Hemet,2024-01-20
Rank,active,failure,ssmizdt,62-106-8329,tz1dBS1fJhXqWcF2XfaBpWLmzQ8rPYULpAGR,tz1RiHLtwrFSF5znSVneTT3X9LA5G99VANsA,0825555779,83-962-6264,Ebon Atoll,2024-06-04
Trippledex,active,success,calderdu,84-451-6373,tz1gmgS9n9dpi2yrE99dqH649Y9u4ruL4z5i,tz1Y97S97pwXWCSJKdQ4gZTNFwC7PrJj2PfL,8814396000,45-666-8924,,2024-06-27
Stringtough,inactive,success,zplumleydv,26-983-7290,tz1LeFAMUBtL3ctFeskTpAREHGQvWjjGzJr1,tz1R6uU658br7tLyFj31kR9itQqRKgqQ3Yum,1461620430,30-919-0784,Esquel,2024-05-06
Namfix,inactive,failure,hclubleydw,27-965-0970,tz1URLhcj8DE1k9t1Br7k9v92GzKJUBNMa7m,tz1Pu5Kcxfef52rAtxr986GeBufHg3WwEUVn,0195301773,38-376-6420,Adıyaman,2024-03-14
Latlux,inactive,failure,ymcivordx,51-674-6627,tz1KtyocjuoLkgyJgVaoMTBxJc27r43sFjKj,tz1QHUbXbUgd4ySAMDmFGkwUA9LHVN9N5Cd4,8910445793,69-389-8283,Isla de Tigre,2024-04-12
Keylex,active,success,abeldamdy,68-787-7538,tz1WALryLE3q4bWdUJhnvvtPcoWhZkzRE8Uw,tz1RBzgqg9yGLpq6i4bXYdA2ETcXd7kTvcbP,5417823120,54-418-3864,Kitakyūshū,2024-02-19
Lotstring,inactive,failure,lwelfaredz,18-016-2701,tz1dESH2gKRpNUHSDkGXZTzjCNwjr1idFQi9,tz1excb91NDEZNQ3XigpC8CsWKsPBjF3xGKJ,3597478530,55-013-3070,South Bimini,2024-04-13
Treeflex,active,failure,ocroleye0,35-130-2995,tz1RcqCkruHi9FY1qmpx9Et2SskGY1hg1m8m,tz1PwKJiPYh9S2GrvPmUmbfVbRevw9HRqmF1,1922459186,26-040-4479,Kzyl-Yar,2024-02-11
Subin,active,success,bmateikoe1,54-024-3174,tz1QQRbJZFNUerL8TQZ8ryCay9avdE1KsKRU,tz1VBG4G41MbJkxSKtJanPL8QcuYPbr94fBo,4335364075,42-279-7791,Engati,2024-10-27
Span,inactive,success,tkinnene2,99-507-4307,tz1RCp3SYEsZm6BzjKtZSdWqEzGvPwHX3Vae,tz1fWH5FrDW8KTTMTiCDQiSi16YVS9HHCiBd,7861176622,42-721-6221,Ilford,2024-02-12
Zamit,active,failure,bcassame3,62-571-8124,tz1SBqQzFgCukqVCzuTDsE8hDxnxMEFaQpEj,tz1QxumAkcdXu1Apwvpnk5ryngDBRibK7KZH,3429078717,72-662-2470,Campbellpore,2024-10-28
Rank,active,failure,bthorogoode4,07-527-4375,tz1Zp8DEYW2RWJnYVXYcQ39eiibSnvPKbzXM,tz1T1SLyzh7ntd29rmTLTTkTHKumogDCTtqh,3522375319,30-579-1605,Sydney,2024-07-08
Konklux,inactive,success,ojachimake5,11-805-3869,tz1N6wqU8HG79aY8N8RD6TM2WTTLvJ175W6t,tz1S6QVwShTiHFQ1uPEzMPHErtgGdvuGhtUH,9222096754,93-185-0099,Sinak,2024-07-19
Matsoft,inactive,success,monthanke6,53-972-6075,tz1fddSbZeUT7UttFg5LSMTfEhQx3auxEt9x,tz1YPBDbARWewwb2YC51zmsLfsb9e6dchfUm,1812906048,19-473-5967,Coari,2024-01-06
Home Ing,inactive,success,gclaysone7,61-131-1537,tz1aWFsBPkuxikK9UapaetiVDvKAFcrrRw7u,tz1ZMPWSFXLsXXNyt3GY8Ppn6NLv2mDeRS8p,9010101282,80-096-9292,Kankakee,2024-05-14
Aerified,active,failure,flentee8,54-709-1178,tz1ZiaWzuCqsxzE5zGiFoJzbTq6DDaaqETMV,tz1KvpBs4bC9NbVrznJraGVf8LhU8KA1qfeP,8706681719,55-157-2889,Mansehra,2023-12-02
Keylex,inactive,failure,lscrannye9,71-271-2084,tz1RDPunDN3t7wzsRyh5AAPGsCfGNGNZXVK1,tz1WhRydXr8H9DHL8U4n5G5sr6NSpUnXwGoX,8019289844,06-440-7310,Gurue,2024-11-04
Konklux,inactive,failure,jpannamanea,99-879-0591,tz1T9jpQhSsWfTD6BifCKertmQXAGWbeMLAM,tz1MWU6oTaoynkYP7Uk9swn69gPUeRYUL2ca,6171384593,45-720-9126,Lázaro Cárdenas,2024-03-26
Voyatouch,active,success,mfeehameb,40-818-4839,tz1VpruLAFWRNgDTFpaH5Pi4QwrHUYvPzuLz,tz1RYdQ99Ay18HBpviHrxyMoG5DADqiywcpi,6782389193,27-688-8918,Ignace,2024-10-29
Gembucket,inactive,success,thammermanec,42-261-6732,tz1MdMVxMHqgfL91SepGTzXjDCKquyhd15uF,tz1YdzzxFSSmNYCPrrk6CeWogMuvrHDV44sm,3467911943,18-903-3643,,2024-11-03
Flexidy,inactive,success,nellissened,96-064-7403,tz1N1gBNMA6oXYdTFEkEQTL4H1cweb8ZEmKp,tz1gm1TmvZyhjNwWGcDwmwfcnR6sSMqbe6or,5058038641,78-210-6679,Moscow,2023-12-01
Stim,active,failure,zkrolee,19-009-9642,tz1KqSxFjwDi9jBPpmMzTMvhHW4V8FCNYfLM,tz1UTXvLcFDiYqTNGU42M1ir5kA7QRcxvdfr,9417058932,18-214-3475,Harrisburg,2023-12-29
Zathin,inactive,failure,ktreadwellef,25-877-0438,tz1Twm4Bs4bNRVJssnWzDwM1tqfDV5HCinnw,tz1WLAunWjCa6hb3wNTSCDZVi32JgUnu5Vcu,4233316969,71-529-2818,Mansfield,2024-10-03
Duobam,active,failure,gnassieeg,28-683-7811,tz1Ljn3A7HZBbX6hKusWpZQHnpsbMRvXA4xR,tz1d8oR77ZyMMUiArknDAh5L295P7ehAuXri,1530364221,96-086-9019,Jakar,2024-06-25
Opela,inactive,success,sduffiteh,42-268-8852,tz1QXGHfEgFmcYU87T4hJGgZhfKpZRMv3hDC,tz1QZEqgC965zaN7rM3RF4TYpiPY7MMrAnpY,5870200024,60-083-3216,Kulik Lake,2023-12-06
Opela,inactive,failure,bpiatekei,81-762-6113,tz1QE84geFTrWncY4wnqhngqoboFjPb5F3hY,tz1i8aZXGs7evx1ABDGNCzPteRQ3NE96P4xE,2449943153,45-967-2226,Concord,2024-05-27
Ventosanzap,active,success,leddiesej,37-550-1688,tz1QwxdjnxQqj3jPGrafg9Ps7qp7e5VNA3c9,tz1b55fWHqZaMsrMvyZb5ccUFXukLc8vpwqZ,2893179576,44-871-4845,,2024-09-29
Namfix,active,success,achinnek,42-810-3921,tz1YCnNN7CFHZBac22UDUurDgsWJQigjH1NZ,tz1iXgdysrbKPV8ogEJWTm6ZebMF1nS3LcwR,4454676437,18-359-7185,Serui-Japen Island,2024-07-09
Opela,inactive,failure,pbythellel,44-460-5097,tz1Wa9HieFjUtodE1Jed3YdoXLxafsM5kgVA,tz1NZtmb3S5u9Hrpipo3csaYhQQ5gCgdvmJT,5945803774,30-914-2756,Grantsburg,2024-10-16
Bitwolf,inactive,failure,alillieem,82-194-7850,tz1e4NdqtbmvWfLx8AWGdTtsUrmrxce5y5G2,tz1cz3zsqRXdJzwxMEguWBd4N6fxZpwZieAo,7883321900,79-371-0672,Datadawai-Borneo Island,2024-06-15
Veribet,inactive,failure,cshentonen,27-558-6141,tz1XJBZLWrh51t3ZPHnTTbqeAKuyPLcG3EPn,tz1cYxfuetpmxLduqwoAo8k5TsSyBDWbSDba,3312195810,56-747-4671,São Pedro Da Aldeia,2024-06-18
Flexidy,inactive,success,oturfreyeo,50-106-6377,tz1dwaJ76hCXzYiXBvG99w6ddriYCEN5o75E,tz1UrLDbZDJMARw9HrXUptSdimK59gFPrfiM,7321152278,61-864-2995,Sintang-Borneo Island,2023-12-31
Lotlux,inactive,failure,lpolesep,19-595-1218,tz1gL3UvGb1FN9sHaybXziUePE95zJoWHVb7,tz1e1GureHKNHM6wSS96WKGf5RRHQYtJdXJU,1499187475,41-091-5811,Dessie,2024-03-22
Andalax,active,failure,psellerseq,54-556-1511,tz1dsPbWbp6zFRMFMwkZ5DELG2vdEQN2Ept5,tz1giejHiortaamJh546JB4A7eqKgthEaabJ,5083860287,35-642-9855,Antalya,2024-03-10
Sonair,inactive,failure,vdenneser,36-723-2323,tz1TwSvHGR4EoQW2NLMzLN5S8JJjZyJQFPwx,tz1dCYEzVgVu23cTX5WNRWB194tb4mgSvzPC,1422267164,63-433-9948,Braunschweig,2024-06-19
Cookley,inactive,success,nkunes,75-155-0232,tz1TNn5RJSm1CJChXbuV1LwZyotGQEyJFFvA,tz1gv4LqcQZAAzmRtuwEauYwPh16GSUGydAK,2937138357,62-371-0539,Shakiso,2024-07-27
Veribet,inactive,success,ehewkinet,34-843-2094,tz1LFcMLjg7NhLNvL1gMxA89iRaT5sUu89e9,tz1VcRihE2Lu5YW4BhYopVLmCKJrRnoN61wU,7470469990,42-041-1548,Minot,2024-06-12
Temp,active,success,vcorretteu,95-294-5355,tz1Z2GcmHwLUCN6ZwFqjuKMSfWbsd6Lx649g,tz1VBB5oT7WGuc8WZGmNqFk7nNgxF6pddEyK,5014482899,07-672-8096,St Petersburg-Clearwater,2024-05-26
Otcom,inactive,failure,adurbridgeev,94-861-6299,tz1TUzkUAymsYoFWetPF8TPTMU94RnHnLtov,tz1a87wYDQ75yEia5AQPA5tKpTvRQdMr76Ai,3111317803,97-520-5897,Brak,2024-07-04
Keylex,active,success,dlanbertoniew,24-965-3748,tz1f16jcPZiLoEnNWQuMp2XPKcMGPT53622v,tz1RqkfARGUfY1UfWE4uLng95B3JVQcRWNLL,8102270411,47-956-0667,Winston Salem,2024-08-24
Tin,active,success,pvanichkinex,27-914-6951,tz1UTkgpATDvFbXwopp6gALTAhHRkDWnLTAH,tz1Xqv3qtfav8vqfKahHts7ELifsxpABQqn6,5468358549,21-580-8806,Koutiala,2024-10-30
Duobam,inactive,success,lcasselley,61-862-1993,tz1csyo5kZ4MfCeyZNDSGEWYa3m2PgG2Etbq,tz1RiyK5FpJpRaddZv2wEHSu91tkd74wUCAm,2722977834,33-314-7842,Sasstown,2024-01-12
Sub-Ex,inactive,success,srobillardez,17-908-1326,tz1dGx4EV1afvzLHyUP2BqUFVn6uFDizcAYT,tz1LA9wuox9mevn2aehsyvE3Ue2BQcNbHm5E,0766096920,46-534-9566,Sturt Creek,2023-11-21
Tres-Zap,inactive,success,cmoatf0,97-165-6781,tz1UkhQ94z5x3qon36Xxt3HfdEFUWJjdhEp6,tz1VTgHmHPqmKPD9ftbNDscjG9n8c35Pg4k7,8346263783,83-458-4559,Kavalerovo,2024-02-26
Sonair,active,failure,mgiacaponif1,76-259-1320,tz1iavFPnSGZGmQ9XTTYMfu8vpr3UV1DsoCd,tz1MJ1x21jHzdWxdSBzUczsYFZ3fE9bVkJYf,0728821796,42-273-5362,Enfidha,2024-01-13
Stringtough,active,failure,fnandf2,03-716-1430,tz1cCDDSCjGo1kC3M98QtvybSauFk21x5U5s,tz1Qe1fHELZHTDXrr2x8MCGCKGaBqz5BiMsH,4915440974,29-086-6842,Sfax,2024-06-03
Voltsillam,active,failure,amcgillegholef3,85-892-6871,tz1gqYC8MyBZibn6p1cUUnmiqEyPHfYga3Ko,tz1iinyuVeri57cB4guVrFVdBmFp33JfvCrj,8536967684,39-875-4591,Blönduós,2024-01-22
Sub-Ex,inactive,success,jcullernef4,79-315-9076,tz1gUzvb7h1d9GHxPc5WqmUN5s7vhRpovZ19,tz1b7gKHVibi49xBBAXzGcRFofY3kURZw266,5921207926,62-340-7240,Farmington,2024-07-16
Voyatouch,active,success,iananf5,48-971-5100,tz1NPEi5XAh92UDordhjGB57s4vzdZgNA6iL,tz1iWSzPtZDLLtyVyvc3rSQ54mgK45Bfmvyw,1283096196,02-616-5770,Anuradhapura,2023-11-08
Cardify,active,success,edavittf6,61-723-6722,tz1eozHWeLE26cfFYa69kJzZMWQgs4yYLvrh,tz1MLNB8FdBhVDf5oqgzZ42Go2oVReiHys5j,0658783823,57-086-8032,Yakutat,2023-12-24
Domainer,inactive,failure,vgibbettsf7,54-994-7706,tz1LM9k86Kpmx4VbLZcJ4ahU7kwJDR2rNY72,tz1NCV87agQ1Sd781SLsbYEjtEmZjPWxCgqb,5316397584,26-796-3725,Wollaston Lake,2024-02-05
Daltfresh,active,failure,dhymanf8,56-348-2607,tz1UqZYmnQrk9W6UBaepafiLZZVAaTNRQyxr,tz1Nta38BSbeJrmSxcpmXFoaTp4U7fuCZptM,0157472698,97-750-6513,,2024-04-26
Y-find,inactive,failure,mderringtonf9,85-580-4823,tz1dSN6ZNn7NxihB46aiseR9uTw9dw33jGU8,tz1QuLAHbf4N3xFUvgdwL2P7gvtBQ8v64PMV,6870721998,16-641-9839,Saipan Island,2024-10-27
Home Ing,inactive,success,bcopcottfa,76-354-7185,tz1cWfBNpzMftBeevHLdETLDx1QUKUM8bBxr,tz1beQbbmX23NpEma1A1wraKitvGUJri2piA,0673657272,49-526-5257,,2024-02-03
Regrant,active,success,zsollasfb,70-215-9710,tz1TaH5XQ5NwMRoVjh4kXckgovXYzqEHtTY9,tz1Tmx8YaaeAoRS1QCNacnemvY2iCSZsKvbG,4349839968,16-498-8931,Chinguetti,2024-03-20
Stronghold,inactive,success,mlatourfc,34-636-7713,tz1gWfXNJV8DDuMpn8Xp4sbdq5znR3RzmvXi,tz1dkoKfenDuApbUeFPeFejMWoKkwigA9dJw,8137127860,41-873-2598,Novi Sad,2024-03-22
Fintone,inactive,success,ascuddersfd,79-906-7561,tz1hzPAV53v85Wcr4Mngj5p8udPzW3uHEPTr,tz1e98NdHfKeVd8aojYRb955suF8tL5m6ax5,1664007989,06-331-1401,Gelendzhik,2024-06-02
Sub-Ex,active,failure,dordemannfe,97-762-4263,tz1LXrd4bpdZ2CgQjTQaVvyZbD4C3Dm1KQtD,tz1hXdYnBj6fU5AMxCreQ6NMStycH3pf5KQt,3224948752,63-378-3279,Pondicherry,2024-07-12
Fintone,active,failure,wdiemerff,44-249-7473,tz1at4Rojb9PFDs9P4MbtwxJ85kMJCpm7q6g,tz1evis7he5x8LwSqSXoE8qkjYkhRyE3b4wb,9897053883,31-110-0121,Khanty-Mansiysk,2024-01-03
Latlux,inactive,failure,smiqueletfg,66-731-5257,tz1iKoWBPWp3U1bmzbC8xXfzERfQivU5bMpn,tz1gqWc6JxWRRdbhRZeAHRbXHF4ghET27tWh,4654557237,06-076-0281,Anahim Lake,2024-09-15
Hatity,inactive,failure,thellerfh,99-336-6946,tz1bGKSqPcMrRyRmyh7rXPrYM2adNZ2MgkKT,tz1XLX1j5GFvpTyeXRgBEhWK2pTYkQ7HLyPQ,7106222933,18-571-5791,Liberia,2024-04-12
Toughjoyfax,active,failure,rmonkemanfi,44-169-9121,tz1eusfkKWsMAqbzzXuzx54oWnDBvTCL2oPx,tz1WAyBGzSk929phB38ri2Ji39kQfXQZ6uHd,7772904509,59-268-0389,Stony Rapids,2024-07-04
Trippledex,inactive,failure,hbeaufoyfj,12-809-8993,tz1Q4F2SZssFyqhoaX1aiGhpAXS7prxgGFh4,tz1XwmyxNEbNXPVPsEvqwAX2vYLqJfyPZaKG,6815390748,41-688-6292,Brighton,2024-01-27
Namfix,inactive,failure,edudnyfk,22-032-3362,tz1djcsG8DKXsDx8Mqc5qp2pKtVo5u5R89Ek,tz1cP1Vwx44AijoCMrYoQeJ65zoTXxRpxCBr,2130047246,31-969-4772,Yamagata,2024-01-22
Keylex,inactive,failure,tgostagefl,63-761-8512,tz1MiCrNeyd2oPCTXFCAiq4CPEEVpb7aQgMD,tz1dGqSxh8hdT9EEv3ZJxMTgmd6NuvVnXGDN,7516364657,76-332-7796,Swansea,2024-04-02
Konklab,inactive,success,gloreitfm,48-694-9891,tz1YU8VKadZMTDGzxHQZoH8TfFhkZLrib8oC,tz1gPGuUDg39kVCEPXsndw8Y7wtcdsL1MGLg,3516036567,03-740-6585,,2024-06-13
It,active,failure,cfronsekfn,20-394-2911,tz1XXTmik9Fo4hRdTTQzxjC5QR83qvPhHYym,tz1hUHij8nRfg9tHggDRtqU7B24LN7aFega8,1020993952,80-306-0750,Kostanay,2023-11-14
Flexidy,active,success,jgrocuttfo,99-648-1396,tz1hxce38tanz9SsY3LsgD1NgLrb8kgzvqLs,tz1RkJyPsz79Nkeuc2zu7EES9BXja7eQj6pM,0566709368,25-231-8198,Tenakee Springs,2024-03-25
Sonair,inactive,failure,awalewskifp,83-861-5113,tz1LzpjpYCBumEs2AB7BDyjeG9NRGTfMVa8z,tz1PRkp8kC6gY3KiY9tubzNJX4paG8L2U2BG,1275143806,51-829-6222,Şırnak,2024-02-04
Overhold,inactive,failure,xbreslandfq,24-547-9895,tz1L79toqbFrqe66qzmfXL3KpZcHtutgQ2vu,tz1aLHbNK8ojpVyhSWNkVNPs7pj25nwGVYNx,0838239188,74-541-5666,St. Lewis,2024-06-02
Bamity,inactive,success,mwainmanfr,96-232-8517,tz1UB1bTycWNdSCgGfHT2MSdSrQfcWernwTg,tz1PpTrAt4diHLHXtCoYTcC4NZFhj3BTKZWz,2852423812,73-825-9467,Wallops Island,2024-07-03
Tres-Zap,active,failure,dbiskupiakfs,74-918-2020,tz1a7HiuhYBLYUNMFhzobM2exbMSDX3rJFfR,tz1itn1wHMcHPpySHpe1RFJ6amvshyYNgnu5,0673544915,37-620-7257,Ho Chi Minh City,2024-03-09
